source,source_type,event_id,report_number,date_of_event,date_received,report_date,event_date,year,received_year,search_date,search_year,country,manufacturer,product_name,brand_names,generic_name,device_model,product_code,event_type,fda_match_field,fda_match_category,patient_outcome,device_problem_text,patient_problem_text,narrative_text,raw_link,event_link,record_hash,source_specific,raw_record,device_link,source_category,source_category_name,source_category_code,source_category_system,source_risk_class,eudamed_emdn_code,eudamed_emdn_term,eudamed_risk_class,platform_category,category_normalized,category_confidence,category_reason,combined_text,classification_text,keyword_hit,category
HEALTH_CANADA_MDI,regulatory_adverse_event,1179868,1179868,,2024-11-19,2024-11-19,2024-11-19,2024,2024,2024-11-19,2024,Canada,CONMED CANADA; CONMED CORPORATION; HOSPITAL / HÔPITAL,VISIBLE TROCAR,VISIBLE TROCAR,"CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE",,78FBM,UNASSIGNED,,,Pending Assessment,Pending Assessment,Pending Assessment,"VISIBLE TROCAR; CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE; Pending Assessment; Pending Assessment",https://hpr-rps.hres.ca/mdi_results.php?q=trocar,https://hpr-rps.hres.ca/mdi_results.php?q=trocar,7ea5b9375926a94f59f7d805cdc499d6d61847416b84e7a44ef241d4d511f2c1,"{""hazard_severity_code_e"": ""UNASSIGNED"", ""mandatory_rt"": 30, ""device_detail"": [{""device_id"": 564858, ""trade_name"": ""VISIBLE TROCAR"", ""pref_desc_e"": ""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE"", ""pref_desc_f"": ""CANULE ET TROCART SUSPUBIENS, REUTILISABLES"", ""pref_name_code"": ""78FBM"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(HOSPITAL)"", ""role_f"": ""(HÔPITAL)"", ""company_id"": 1, ""company_name"": ""HOSPITAL / HÔPITAL""}, {""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 106174, ""company_name"": ""CONMED CANADA"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 115662, ""company_name"": ""CONMED CORPORATION""}], ""problem_detail"": [{""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1999}, {""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2999}], ""results_page_url"": ""https://hpr-rps.hres.ca/mdi_results.php?q=trocar""}","{""incident"": {""trade_name"": [""VISIBLE TROCAR""], ""incident_id"": 1179868, ""company_name"": [""CONMED CANADA"", ""CONMED CORPORATION"", ""HOSPITAL / HÔPITAL""], ""mandatory_rt"": 30, ""receipt_date"": ""2024-11-19"", ""device_desc_e"": [""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE""], ""device_desc_f"": [""CANULE ET TROCART SUSPUBIENS, REUTILISABLES""], ""device_detail"": [{""device_id"": 564858, ""trade_name"": ""VISIBLE TROCAR"", ""pref_desc_e"": ""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE"", ""pref_desc_f"": ""CANULE ET TROCART SUSPUBIENS, REUTILISABLES"", ""pref_name_code"": ""78FBM"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(HOSPITAL)"", ""role_f"": ""(HÔPITAL)"", ""company_id"": 1, ""company_name"": ""HOSPITAL / HÔPITAL""}, {""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 106174, ""company_name"": ""CONMED CANADA"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 115662, ""company_name"": ""CONMED CORPORATION""}], ""problem_detail"": [{""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1999}, {""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2999}], ""incident_type_e"": ""Mandatory problem report"", ""incident_type_f"": ""Déclaration d'incident obligatoire"", ""source_of_recall_e"": ""Canada"", ""source_of_recall_f"": ""Canada"", ""device_usage_code_e"": [""GASTROENTEROLOGY & UROLOGY""], ""device_usage_code_f"": [""GASTROENTEROLOGIE & UROLOGIE""], ""health_effect_desc_e"": [""Pending Assessment""], ""health_effect_desc_f"": [""En attente d'évaluation""], ""device_problem_desc_e"": [""Pending Assessment""], ""device_problem_desc_f"": [""En attente d'évaluation""], ""hazard_severity_code_e"": ""UNASSIGNED"", ""hazard_severity_code_f"": ""NON ATTRIBUE""}}",,,,,,,,,,Other,Other,Low,No category rule matched,"visible trocar visible trocar visible trocar; cannula and trocar, suprapublic, non-disposable; pending assessment; pending assessment","visible trocar visible trocar cannula and trocar, suprapublic, non-disposable unassigned pending assessment pending assessment pending assessment visible trocar; cannula and trocar, suprapublic, non-disposable; pending assessment; pending assessment",True,Other
HEALTH_CANADA_MDI,regulatory_adverse_event,1176483,1176483,,2025-12-17,2025-12-17,2025-12-17,2025,2025,2025-12-17,2025,Canada,COVIDIEN LLC; HOSPITAL / HÔPITAL; MEDTRONIC CANADA ULC,AUTO SUTURE BLUNT TIP TROCAR; ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY,AUTO SUTURE BLUNT TIP TROCAR; ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY,"APPLIER, SURGICAL, CLIP; TROCAR, GASTRO-UROLOGY",,79GDO,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,,,E2401 - Insufficient Information; F1908 - Prolonged Surgery; F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure; F2301 - Additional Device Required,A050501 - Failure to Fire; A090406 - Therapeutic or Diagnostic Output Failure; A2201 - Device Difficult to Setup or Prepare; A020102 - Nonstandard device; A050402 - Gas/Air Leak; A050502 - Misfire  ,E2401 - Insufficient Information; F1908 - Prolonged Surgery; F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure; F2301 - Additional Device Required,"AUTO SUTURE BLUNT TIP TROCAR; ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY; APPLIER, SURGICAL, CLIP; TROCAR, GASTRO-UROLOGY; E2401 - Insufficient Information; F1908 - Prolonged Surgery; F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure; F2301 - Additional Device Required; A050501 - Failure to Fire; A090406 - Therapeutic or Diagnostic Output Failure; A2201 - Device Difficult to Setup or Prepare; A020102 - Nonstandard device; A050402 - Gas/Air Leak; A050502 - Misfire  ",https://hpr-rps.hres.ca/mdi_results.php?q=trocar,https://hpr-rps.hres.ca/mdi_results.php?q=trocar,a1a5b7695828754bac06eb6e01dab969e12d948f375ada13f4b56cc15d52aa64,"{""hazard_severity_code_e"": ""MINIMAL/NO ADVERSE HEALTH CONSEQUENCES"", ""mandatory_rt"": null, ""device_detail"": [{""device_id"": 563658, ""trade_name"": ""ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY"", ""pref_desc_e"": ""APPLIER, SURGICAL, CLIP"", ""pref_desc_f"": ""PINCE AGRAFEUSE CHIRURGICALE"", ""pref_name_code"": ""79GDO"", ""usage_code_term_e"": ""GENERAL & PLASTIC SURGERY"", ""usage_code_term_f"": ""CHIRURGIE GENERALE & PLASTIQUE"", ""risk_classification"": 3}, {""device_id"": 1008926, ""trade_name"": ""AUTO SUTURE BLUNT TIP TROCAR"", ""pref_desc_e"": ""TROCAR, GASTRO-UROLOGY"", ""pref_desc_f"": ""TROCART, GASTRO-UROLOGIE"", ""pref_name_code"": ""78FBQ"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(HOSPITAL)"", ""role_f"": ""(HÔPITAL)"", ""company_id"": 1, ""company_name"": ""HOSPITAL / HÔPITAL"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 105664, ""company_name"": ""COVIDIEN LLC""}, {""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 106916, ""company_name"": ""MEDTRONIC CANADA ULC""}], ""problem_detail"": [{""desc_e"": ""E2401 - Insufficient Information"", ""desc_f"": ""E2401 - Renseignements insuffisants"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 637}, {""desc_e"": ""F1908 - Prolonged Surgery"", ""desc_f"": ""F1908 - Chirurgie prolongée"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1010}, {""desc_e"": ""F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure"", ""desc_f"": ""F10 - Traitement ou exposition diagnostique inadéquat/inapproprié"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1243}, {""desc_e"": ""F2301 - Additional Device Required"", ""desc_f"": ""F2301 - Dispositif additionnel requis"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1267}, {""desc_e"": ""A050501 - Failure to Fire"", ""desc_f"": ""A050501 - Absence de décharge"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2005}, {""desc_e"": ""A090406 - Therapeutic or Diagnostic Output Failure"", ""desc_f"": ""A090406 - Défaillance de la sortie thérapeutique ou diagnostique"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2197}, {""desc_e"": ""A2201 - Device Difficult to Setup or Prepare"", ""desc_f"": ""A2201 - Dispositif difficile à configurer ou à préparer"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2284}, {""desc_e"": ""A020102 - Nonstandard device"", ""desc_f"": ""A020102 - Dispositif non standard"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2355}, {""desc_e"": ""A050402 - Gas/Air Leak"", ""desc_f"": ""A050402 - Fuite de gaz/air"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2428}, {""desc_e"": ""A050502 - Misfire  "", ""desc_f"": ""A050502 - Décharge inopportune"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2439}], ""results_page_url"": ""https://hpr-rps.hres.ca/mdi_results.php?q=trocar""}","{""incident"": {""trade_name"": [""AUTO SUTURE BLUNT TIP TROCAR"", ""ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY""], ""incident_id"": 1176483, ""company_name"": [""COVIDIEN LLC"", ""HOSPITAL / HÔPITAL"", ""MEDTRONIC CANADA ULC""], ""receipt_date"": ""2025-12-17"", ""device_desc_e"": [""APPLIER, SURGICAL, CLIP"", ""TROCAR, GASTRO-UROLOGY""], ""device_desc_f"": [""PINCE AGRAFEUSE CHIRURGICALE"", ""TROCART, GASTRO-UROLOGIE""], ""device_detail"": [{""device_id"": 563658, ""trade_name"": ""ENDO CLIP III AUTOSUTURE SINGLE USE CLIP APPLIER WITH CLIP LOGIC TECHNOLOGY"", ""pref_desc_e"": ""APPLIER, SURGICAL, CLIP"", ""pref_desc_f"": ""PINCE AGRAFEUSE CHIRURGICALE"", ""pref_name_code"": ""79GDO"", ""usage_code_term_e"": ""GENERAL & PLASTIC SURGERY"", ""usage_code_term_f"": ""CHIRURGIE GENERALE & PLASTIQUE"", ""risk_classification"": 3}, {""device_id"": 1008926, ""trade_name"": ""AUTO SUTURE BLUNT TIP TROCAR"", ""pref_desc_e"": ""TROCAR, GASTRO-UROLOGY"", ""pref_desc_f"": ""TROCART, GASTRO-UROLOGIE"", ""pref_name_code"": ""78FBQ"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(HOSPITAL)"", ""role_f"": ""(HÔPITAL)"", ""company_id"": 1, ""company_name"": ""HOSPITAL / HÔPITAL"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 105664, ""company_name"": ""COVIDIEN LLC""}, {""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 106916, ""company_name"": ""MEDTRONIC CANADA ULC""}], ""problem_detail"": [{""desc_e"": ""E2401 - Insufficient Information"", ""desc_f"": ""E2401 - Renseignements insuffisants"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 637}, {""desc_e"": ""F1908 - Prolonged Surgery"", ""desc_f"": ""F1908 - Chirurgie prolongée"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1010}, {""desc_e"": ""F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure"", ""desc_f"": ""F10 - Traitement ou exposition diagnostique inadéquat/inapproprié"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1243}, {""desc_e"": ""F2301 - Additional Device Required"", ""desc_f"": ""F2301 - Dispositif additionnel requis"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1267}, {""desc_e"": ""A050501 - Failure to Fire"", ""desc_f"": ""A050501 - Absence de décharge"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2005}, {""desc_e"": ""A090406 - Therapeutic or Diagnostic Output Failure"", ""desc_f"": ""A090406 - Défaillance de la sortie thérapeutique ou diagnostique"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2197}, {""desc_e"": ""A2201 - Device Difficult to Setup or Prepare"", ""desc_f"": ""A2201 - Dispositif difficile à configurer ou à préparer"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2284}, {""desc_e"": ""A020102 - Nonstandard device"", ""desc_f"": ""A020102 - Dispositif non standard"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2355}, {""desc_e"": ""A050402 - Gas/Air Leak"", ""desc_f"": ""A050402 - Fuite de gaz/air"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2428}, {""desc_e"": ""A050502 - Misfire  "", ""desc_f"": ""A050502 - Décharge inopportune"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2439}], ""incident_type_e"": ""Voluntary problem report"", ""incident_type_f"": ""Déclaration d'incident volontaire"", ""source_of_recall_e"": ""Canada"", ""source_of_recall_f"": ""Canada"", ""device_usage_code_e"": [""GASTROENTEROLOGY & UROLOGY"", ""GENERAL & PLASTIC SURGERY""], ""device_usage_code_f"": [""CHIRURGIE GENERALE & PLASTIQUE"", ""GASTROENTEROLOGIE & UROLOGIE""], ""health_effect_desc_e"": [""E2401 - Insufficient Information"", ""F10 - Inadequate/Inappropriate Treatment or Diagnostic Exposure"", ""F1908 - Prolonged Surgery"", ""F2301 - Additional Device Required""], ""health_effect_desc_f"": [""E2401 - Renseignements insuffisants"", ""F10 - Traitement ou exposition diagnostique inadéquat/inapproprié"", ""F1908 - Chirurgie prolongée"", ""F2301 - Dispositif additionnel requis""], ""device_problem_desc_e"": [""A020102 - Nonstandard device"", ""A050402 - Gas/Air Leak"", ""A050501 - Failure to Fire"", ""A050502 - Misfire  "", ""A090406 - Therapeutic or Diagnostic Output Failure"", ""A2201 - Device Difficult to Setup or Prepare""], ""device_problem_desc_f"": [""A020102 - Dispositif non standard"", ""A050402 - Fuite de gaz/air"", ""A050501 - Absence de décharge"", ""A050502 - Décharge inopportune"", ""A090406 - Défaillance de la sortie thérapeutique ou diagnostique"", ""A2201 - Dispositif difficile à configurer ou à préparer""], ""hazard_severity_code_e"": ""MINIMAL/NO ADVERSE HEALTH CONSEQUENCES"", ""hazard_severity_code_f"": ""CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE""}}",,,,,,,,,,Unrelated / insufficient detail,Unrelated / insufficient detail,Low,insufficient information,"auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology; applier, surgical, clip; trocar, gastro-urology; e2401 - insufficient information; f1908 - prolonged surgery; f10 - inadequate/inappropriate treatment or diagnostic exposure; f2301 - additional device required; a050501 - failure to fire; a090406 - therapeutic or diagnostic output failure; a2201 - device difficult to setup or prepare; a020102 - nonstandard device; a050402 - gas/air leak; a050502 - misfire","auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology applier, surgical, clip; trocar, gastro-urology minimal/no adverse health consequences a050501 - failure to fire; a090406 - therapeutic or diagnostic output failure; a2201 - device difficult to setup or prepare; a020102 - nonstandard device; a050402 - gas/air leak; a050502 - misfire e2401 - insufficient information; f1908 - prolonged surgery; f10 - inadequate/inappropriate treatment or diagnostic exposure; f2301 - additional device required e2401 - insufficient information; f1908 - prolonged surgery; f10 - inadequate/inappropriate treatment or diagnostic exposure; f2301 - additional device required auto suture blunt tip trocar; endo clip iii autosuture single use clip applier with clip logic technology; applier, surgical, clip; trocar, gastro-urology; e2401 - insufficient information; f1908 - prolonged surgery; f10 - inadequate/inappropriate treatment or diagnostic exposure; f2301 - additional device required; a050501 - failure to fire; a090406 - therapeutic or diagnostic output failure; a2201 - device difficult to setup or prepare; a020102 - nonstandard device; a050402 - gas/air leak; a050502 - misfire",True,Unrelated / insufficient detail
HEALTH_CANADA_MDI,regulatory_adverse_event,1175140,1175140,,2024-10-28,2024-10-28,2024-10-28,2024,2024,2024-10-28,2024,Canada,STRYKER CANADA ULC; STRYKER SUSTAINABILITY SOLUTIONS,XCEL BLADELESS TROCAR W/STABILITY SLEEVE,XCEL BLADELESS TROCAR W/STABILITY SLEEVE,"CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE",,78FBM,UNASSIGNED,,,Pending Assessment,Pending Assessment,Pending Assessment,"XCEL BLADELESS TROCAR W/STABILITY SLEEVE; CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE; Pending Assessment; Pending Assessment",https://hpr-rps.hres.ca/mdi_results.php?q=trocar,https://hpr-rps.hres.ca/mdi_results.php?q=trocar,dc64412fec800e8c62c6cdd277335c1aaca69b753a12fbf60204ad7c5ba60522,"{""hazard_severity_code_e"": ""UNASSIGNED"", ""mandatory_rt"": 30, ""device_detail"": [{""device_id"": 815254, ""trade_name"": ""XCEL BLADELESS TROCAR W/STABILITY SLEEVE"", ""pref_desc_e"": ""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE"", ""pref_desc_f"": ""CANULE ET TROCART SUSPUBIENS, REUTILISABLES"", ""pref_name_code"": ""78FBM"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 104767, ""company_name"": ""STRYKER CANADA ULC"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 130957, ""company_name"": ""STRYKER SUSTAINABILITY SOLUTIONS""}], ""problem_detail"": [{""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1999}, {""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2999}], ""results_page_url"": ""https://hpr-rps.hres.ca/mdi_results.php?q=trocar""}","{""incident"": {""trade_name"": [""XCEL BLADELESS TROCAR W/STABILITY SLEEVE""], ""incident_id"": 1175140, ""company_name"": [""STRYKER CANADA ULC"", ""STRYKER SUSTAINABILITY SOLUTIONS""], ""mandatory_rt"": 30, ""receipt_date"": ""2024-10-28"", ""device_desc_e"": [""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE""], ""device_desc_f"": [""CANULE ET TROCART SUSPUBIENS, REUTILISABLES""], ""device_detail"": [{""device_id"": 815254, ""trade_name"": ""XCEL BLADELESS TROCAR W/STABILITY SLEEVE"", ""pref_desc_e"": ""CANNULA AND TROCAR, SUPRAPUBLIC, NON-DISPOSABLE"", ""pref_desc_f"": ""CANULE ET TROCART SUSPUBIENS, REUTILISABLES"", ""pref_name_code"": ""78FBM"", ""usage_code_term_e"": ""GASTROENTEROLOGY & UROLOGY"", ""usage_code_term_f"": ""GASTROENTEROLOGIE & UROLOGIE"", ""risk_classification"": 2}], ""company_detail"": [{""role_e"": ""(IMPORTER)"", ""role_f"": ""(IMPORTATEUR)"", ""company_id"": 104767, ""company_name"": ""STRYKER CANADA ULC"", ""submitter_flag"": ""Yes""}, {""role_e"": ""(MANUFACTURER)"", ""role_f"": ""(FABRICANT)"", ""company_id"": 130957, ""company_name"": ""STRYKER SUSTAINABILITY SOLUTIONS""}], ""problem_detail"": [{""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Health Effect"", ""code_type_f"": ""Effet sur la santé"", ""patient_dev_cd"": 1999}, {""desc_e"": ""Pending Assessment"", ""desc_f"": ""En attente d'évaluation"", ""code_type_e"": ""Medical Device Problem"", ""code_type_f"": ""Problème de dispositif médical"", ""patient_dev_cd"": 2999}], ""incident_type_e"": ""Mandatory problem report"", ""incident_type_f"": ""Déclaration d'incident obligatoire"", ""source_of_recall_e"": ""Canada"", ""source_of_recall_f"": ""Canada"", ""device_usage_code_e"": [""GASTROENTEROLOGY & UROLOGY""], ""device_usage_code_f"": [""GASTROENTEROLOGIE & UROLOGIE""], ""health_effect_desc_e"": [""Pending Assessment""], ""health_effect_desc_f"": [""En attente d'évaluation""], ""device_problem_desc_e"": [""Pending Assessment""], ""device_problem_desc_f"": [""En attente d'évaluation""], ""hazard_severity_code_e"": ""UNASSIGNED"", ""hazard_severity_code_f"": ""NON ATTRIBUE""}}",,,,,,,,,,Other,Other,Low,No category rule matched,"xcel bladeless trocar w/stability sleeve xcel bladeless trocar w/stability sleeve xcel bladeless trocar w/stability sleeve; cannula and trocar, suprapublic, non-disposable; pending assessment; pending assessment","xcel bladeless trocar w/stability sleeve xcel bladeless trocar w/stability sleeve cannula and trocar, suprapublic, non-disposable unassigned pending assessment pending assessment pending assessment xcel bladeless trocar w/stability sleeve; cannula and trocar, suprapublic, non-disposable; pending assessment; pending assessment",True,Other
